id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
50123,28684269,"2 Bedroom apartment, nicely renovated.",91207700111,verified,Theo,Brooklyn,Bushwick,40.69824,-73.9191,United States,US,TRUE,flexible,Entire home/apt,2014,$147 ,$29 ,4,7,03-01-2022,2.14,4,1,38,,
80921,45694004,"Heart of Bayside, modern 3 Bed 2 bath",98663200971,unconfirmed,Nancy,Queens,Bayside,40.76304,-73.76948,United States,US,TRUE,moderate,Entire home/apt,2015,$342 ,$68 ,5,10,5/20/2019,0.46,2,1,188,#NAME?,
53456,30525085,Brooklyn’s Finest- (Heart Of Fort Greene 2 ),46619961866,verified,Akram,Brooklyn,Fort Greene,40.69424,-73.97312,United States,US,TRUE,moderate,Entire home/apt,2012,$67 ,$13 ,2,108,2/17/2022,2.97,2,2,195,,
79769,45057755,NEW PENTHOUSE W/ HUGE PRIVATE ROOFTOP EAST VILLAGE,81341446171,verified,Andy,Manhattan,East Village,40.7242,-73.97777,United States,US,TRUE,flexible,Private room,2014,$522 ,$104 ,1,0,,,5,1,0,,
17471,10650569,Charming Upper East Side 1BR,29244389742,verified,George,Manhattan,Upper East Side,40.76991,-73.95189,United States,US,FALSE,moderate,Entire home/apt,2013,$114 ,$23 ,4,26,5/25/2019,0.75,3,1,188,"This is our home, please be respectful, we only accept reservations of those which the profile requesting the room represents. Thank you for your cooperation and respect for our rule.",
5747,4175404,Beautiful Studio in posh Upper East,22494874701,verified,Cristina,Manhattan,Upper East Side,40.7661,-73.9573,United States,US,FALSE,strict,Entire home/apt,2015,"$1,118 ",$224 ,2,160,6/27/2019,2.76,1,1,77,,
44544,25602987,Homely ROOM IN BROOKLYN,50035751819,unconfirmed,Patrice,Queens,Ridgewood,40.70173,-73.9073,United States,US,FALSE,flexible,Private room,2005,$107 ,$21 ,1,10,6/23/2019,4.41,5,1,365,- Enjoy Your self and have a pleasant stay!,
36905,21383968,Luxury and convenience in the center of it all!,2464541529,verified,Daniel,Queens,Astoria,40.76553,-73.91625,United States,US,FALSE,flexible,Entire home/apt,2013,$312 ,$62 ,4,15,6/18/2019,1.73,3,1,12,"Common sense rules. No smoking indoors. Be courteous to the neighbors.  Please respect the property, this is our home. If you intend to entertain more than 5 people at any point during your stay, please seek approval from me in advance of booking your stay. Please make sure the door is locked each time you leave the apartment. ",
11979,7617338,SuperSunny Apt 20min From Manhattan,34706516920,verified,Jacopo,Brooklyn,Crown Heights,40.67637,-73.95951,United States,US,TRUE,moderate,Entire home/apt,2015,$890 ,$178 ,6,1,01-07-2016,0.02,5,1,84,,
45847,26322634,Stunning Studio in Lux Building in the UWS #6115,480429566,verified,Laura,Manhattan,Upper West Side,40.79058,-73.97246,United States,US,FALSE,flexible,Entire home/apt,2018,$76 ,$15 ,30,0,,,3,9,266,,
91262,51405339,Luxury 2Bed/2Bth Private Loft Best NYC Location,16438933892,verified,Riley,Manhattan,West Village,40.74049,-74.00527,United States,US,FALSE,flexible,Entire home/apt,2014,"$1,018 ",$204 ,1,106,6/21/2019,3.75,5,1,286,"No cologne/perfumed aftershaves/any sprays/candles/anything burning Non-smoker, no smoking in and out of home No guests/visitors Please be considered to other and make less noise NO street shoes indoor Light use of microwave/toaster oven, not for cooking Pick up after yourself No eating in bed Shower is not to be used 5.45 am-10 am to prevent long wait for bathroom",
10811,6972251,Master Bedroom in East Village,19544444910,verified,Brooke,Manhattan,East Village,40.73305,-73.98668,United States,US,TRUE,moderate,Private room,2007,$53 ,$11 ,4,1,9/28/2015,0.02,5,1,244,,
20440,12290348,Warm design for a classic Brooklyn townhouse,85615051308,verified,Daria,Brooklyn,East Flatbush,40.64538,-73.94863,United States,US,FALSE,moderate,Shared room,2006,"$1,003 ",$201 ,30,2,12/18/2017,0.07,3,4,365,,
52525,30010894,NYC Entire HomeApt• Luxurious/Near JFK/ 35min-City,78434679454,unconfirmed,Gerardo,Queens,Ozone Park,40.68272,-73.84804,United States,US,TRUE,moderate,Entire home/apt,2010,$100 ,$20 ,2,41,2/21/2022,4.39,4,4,264,,
37879,21921908,ChinitaBhost QUEENS,16152553469,unconfirmed,Cris,Queens,Woodhaven,40.68706,-73.8645,United States,US,TRUE,moderate,Private room,2008,$887 ,$177 ,2,3,06-07-2019,1.5,2,1,47,"Please remove shoes when entering and while on board. No smoking, pets, or children.  No loud music, partying or extra guests. This is a quiet space, so please respect the boat because it is our full time home.  Check in time is after 3:00pm and check out is noon.",
36436,21124939,Private Bath & Fire Escape Brooklyn Bedroom,97914843463,unconfirmed,Luna,Brooklyn,Williamsburg,40.71849,-73.94165,United States,US,FALSE,flexible,Private room,2017,$200 ,$40 ,3,6,3/24/2019,0.8,4,1,6,,
74143,41950515,Super Luxury! XL Alcove Studio in heart of Chelsea,33527024790,verified,Carol,Manhattan,Chelsea,40.74101,-73.99471,United States,US,FALSE,moderate,Entire home/apt,2010,"$1,187 ",$237 ,2,12,06-07-2019,2.55,5,1,128,,
80750,45599561,"Cheap, Private Room in Bushwick! Close to Trains!",37415379668,unconfirmed,Braden,Brooklyn,Bushwick,40.69446,-73.92486,United States,US,FALSE,strict,Private room,2005,$312 ,$62 ,2,6,12/16/2017,0.25,3,2,0,,
34023,19792239,Brooklyn Bedroom (Flatbush-Ditmas),44288109306,verified,Tatiana,Brooklyn,Flatbush,40.64127,-73.95525,United States,US,TRUE,flexible,Private room,2017,$943 ,$189 ,1,9,01-08-2019,1.13,5,2,0,No Smoking.  No Pets.,
83999,47393984,Spacious Brownstone Apt with Private Backyard,13686556937,unconfirmed,Kenzi,Brooklyn,Bedford-Stuyvesant,40.68294,-73.93742,United States,US,FALSE,strict,Private room,2004,$410 ,$82 ,2,20,01-04-2019,1.08,5,1,64,"I have 2 very friendly pet rabbits. Those with allergies to rabbits (and often cats) are not recommended to stay here. No recreational drug use allowed. No smoking in or around the unit, or it's entry/exit ways, including the deck.  Check-out / check-in will be discussed once accepted as a guest. Guest will have their own alarm code.",
62884,35732169,Luxurious 2-bedroom residential home with a deck.,80472251276,unconfirmed,Paul,Queens,Flushing,40.74087,-73.80809,United States,US,FALSE,strict,Entire home/apt,2011,$133 ,$27 ,2,17,10/31/2021,1.95,4,1,0,,
94469,53176565,Sunny Artist's Bedroom in Bushwick.,97700645409,verified,Teddy,Brooklyn,Bushwick,40.69943,-73.92192,United States,US,FALSE,strict,Private room,2008,$138 ,$28 ,2,16,3/31/2019,1.14,2,1,0,,
57230,32609465,"Comfortable and Homey 1 bedroom, shared bath",77026427403,verified,Jose,Queens,Ozone Park,40.68302,-73.86135,United States,US,TRUE,moderate,Private room,2011,"$1,096 ",$219 ,3,35,1/15/2022,1.2,4,1,355,,
13697,8566189,BROOKLYN 2 BEDROOM APT,67825227292,unconfirmed,Gade,Brooklyn,Cypress Hills,40.68281,-73.89509,United States,US,FALSE,strict,Entire home/apt,2021,$564 ,$113 ,1,119,6/23/2019,2.81,4,2,118,"NO PETS!  NO SMOKING ON PREMISES! NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
2181,2205902,BK - Spacious & Sunny 4 bedroom apartment,35554918409,unconfirmed,Paul,Brooklyn,Clinton Hill,40.68924,-73.9681,United States,US,FALSE,strict,Entire home/apt,2008,$402 ,$80 ,7,10,8/19/2018,0.17,2,1,390,No Smoking No Pets,
56295,32093065,Stylish Large SPARKLING Gramercy Loft!,97611789550,verified,R,Manhattan,Flatiron District,40.74166,-73.9866,United States,US,FALSE,flexible,Entire home/apt,2021,"$1,041 ",$208 ,2,152,1/28/2022,1.16,2,1,196,,
40751,23508113,Lovely Woodside room near LaGuardia & 52 St train,1753174140,unconfirmed,Kazuya,Queens,Woodside,40.74373,-73.90804,United States,US,TRUE,flexible,Private room,2014,$195 ,$39 ,30,0,,,2,103,215,,
90450,50956871,Skyline #1 view ny skyline,92967668846,unconfirmed,Charles,Bronx,Concourse,40.82415,-73.92778,United States,US,TRUE,strict,Private room,2019,$78 ,$16 ,2,63,07-01-2019,2.06,4,2,110,"This apartment is located on a third floor, no elevator. Guest must be considered and respectful with the noise level. No stumping or running please.",
23556,14011315,Small bedroom in Brooklyn,43804419332,verified,Zedal,Brooklyn,Bedford-Stuyvesant,40.69297,-73.95158,United States,US,FALSE,flexible,Private room,2021,$393 ,$79 ,,6,09-05-2017,0.24,5,1,0,"Please bring your own daily essentials, I provide nothing as of now. Please take off your shoes when you get in the house. Please don't bring any friends over unless they are confirmed guests. Please keep quiet after midnight. When booking for a weekend, please book on a Friday and for at least 3 nights, as I will not be around on Saturdays and Sundays to accept bookings. If neighbors asks, just tell them you're here to visit a friend. Don't tell then your guests from AirBNB. Please let me know exactly what time you will get to my house, or at least an hour ahead. I am not always at home so I will have to go hand keys to you and I will only have limited time. Thanks!",
37757,21854527,"Beautiful, comfy full 1BR in the heart of Chelsea",79817813277,verified,Mj,Manhattan,Chelsea,40.74741,-74.00213,United States,US,TRUE,moderate,Entire home/apt,2018,"$1,059 ",$212 ,7,4,6/23/2019,0.62,4,1,8,Please treat it as it were your own home and be respectful of the neighbors!,
29850,17487491,"Main st APT w PRIVATE Bath, bedroom, living room.",91861945316,verified,Tony,Queens,Flushing,40.75794,-73.83234,United States,US,TRUE,strict,Entire home/apt,2006,"$1,055 ",$211 ,2,54,6/24/2019,3.1,5,7,70,No Smoking No Pets,
22221,13273994,Sunny & Spacious Room Facing Central Park,22669847938,unconfirmed,Christina,Manhattan,Upper West Side,40.79806,-73.96085,United States,US,TRUE,moderate,Private room,2012,"$1,078 ",$216 ,2,5,05-01-2017,0.18,3,1,0,"This is our home, so please treat it kindly and respect our personal property.",
21575,12917209,"Beautiful 1 bedroom apart, Washington Heights",36585419336,unconfirmed,Polly,Manhattan,Washington Heights,40.85369,-73.93237,United States,US,FALSE,flexible,Private room,2013,$69 ,$14 ,7,1,01-06-2018,0.05,2,3,0,No smoking. We kindly ask for taxis or other rides to call and not use a horn as this is a quiet neighborhood.,
25194,14915982,Cozy studio apartment Lower East Side / Lil Italy,5007084160,verified,Jayd,Manhattan,Lower East Side,40.72013,-73.9922,United States,US,TRUE,moderate,Entire home/apt,2011,$231 ,$46 ,14,0,,,4,1,0,"- There is no dedicated parking spot for this apartment. Use the abundant street parking. - This is a quiet residential neighborhood. No late loud partying allowed. - It's the first (bottom) floor, please do not meander to upper floors and be courteous to the neighbors. - Close all windows and lock doors whenever you leave the house. Very important. This is not a dangerous neighborhood but it's not crime free and the neighbors are very annoyed when this occurs. - No smoking indoors or outdoors close to the apartment. - This is an old house so please be mindful of the noise. - You are welcome to cook of course but leave the place as you found it - There will be basic breakfast in the fridge/freezer and cabinets: bread, chocolate spread, cereals, tea, coffee, etc. Help yourself.",
55457,31630237,Williamsburg 2 Bedroom/1.5 Bath - 30 days min,37878517663,unconfirmed,Michael,Brooklyn,Williamsburg,40.71207,-73.9597,United States,US,TRUE,flexible,Entire home/apt,2012,$489 ,$98 ,30,4,02-05-2022,0.15,5,3,186,,
63403,36018813,"""33"" amazing apartment in with fireplace",10633268693,unconfirmed,Nova,Manhattan,Kips Bay,40.744228,-73.976944,United States,US,TRUE,flexible,Entire home/apt,2013,$693 ,$139 ,1,6,10-05-2021,0.39,5,9,350,,
21213,12717276,Great Bed Stuy Room Near Williamsburg & Bushwick,16495009696,unconfirmed,Ryan,Brooklyn,Bedford-Stuyvesant,40.68785,-73.94262,United States,US,FALSE,strict,Private room,2016,$319 ,$64 ,7,2,03-07-2017,0.07,3,1,0,,
95391,53685785,LGBT Friendly 15 mins to Union Square!! PRVTE BATH,5324097722,unconfirmed,Viktoria,Brooklyn,Williamsburg,40.70883,-73.93859,United States,US,FALSE,flexible,Private room,2015,"$1,178 ",$236 ,1,21,4/29/2019,1.72,3,1,24,"People live downstairs, so please don't walk around wearing hard shoes, be quiet on the stairway, and quiet down after 11:00. No candles in the apartment. Please carefully make sure the front door clicks shut when you come or go! Thank you!",
50809,29063147,Tiny Home/private entrance / 20 mins to Manhattan,71415086930,unconfirmed,Jean,Queens,Forest Hills,40.7118,-73.85371,United States,US,FALSE,flexible,Entire home/apt,2019,$960 ,$192 ,5,134,2/27/2022,2.47,5,3,154,,
83001,46842788,Bright bedroom in convenient Bushwick w/ Rooftop!,52010077710,verified,,Brooklyn,Bushwick,40.69455,-73.92715,United States,US,TRUE,flexible,Private room,2022,$901 ,$180 ,1,3,09-12-2017,0.13,2,1,0,"Please Note: This unit was just renovated in February 2016 and it comfortably accommodates one to three guests, but up to 4 guests are permitted if you so desire (two guests in the bedroom, 1 guest on the available twin air mattress and 1 guest on the sofa). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattress is deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if so",
100606,56566030,"Very spacious and sunny room in Harlem, Manhattan!",85902817682,unconfirmed,Tatiana,Manhattan,Harlem,40.83036,-73.94346,United States,US,TRUE,flexible,Private room,2016,$752 ,$150 ,15,0,,,2,1,0,,
50986,29160904,Unique 1 bedroom apt in heart of shopping district,39896323410,verified,Adam,Manhattan,Midtown,40.75977,-73.97073,United States,US,TRUE,moderate,Entire home/apt,2012,$742 ,$148 ,3,73,2/27/2022,3.03,3,4,16,,
28714,16860078,Spacious and sunny apartment by the Cloisters,44098513096,unconfirmed,Mia,Manhattan,Washington Heights,40.8584,-73.93009,United States,US,FALSE,strict,Entire home/apt,2022,$684 ,$137 ,2,3,5/28/2019,1.55,5,1,12,,
49837,28526311,Lovely 1 Bedrom apartment Close to M station and L,45918203122,unconfirmed,Marzena,Queens,Ridgewood,40.70823,-73.90525,United States,US,FALSE,flexible,Entire home/apt,2019,$332 ,$66 ,1,10,03-02-2022,3.57,4,2,324,,
41666,24013468,Premium FiDi 1BR w/ Doorman + Wraparound Roofdeck by Blueground,6229534515,unconfirmed,Blueground,Manhattan,Financial District,40.70399,-74.00908,United States,US,FALSE,strict,Entire home/apt,2018,$127 ,$25 ,90,0,,,2,232,281,,
67021,38017034,Sunny small private room near CUMC,62818649971,unconfirmed,Qing,Manhattan,Washington Heights,40.84277,-73.94247,United States,US,FALSE,strict,Private room,2021,"$1,166 ",$233 ,30,6,08-08-2020,0.2,3,1,244,,
79791,45069905,Lively SoHo/Quiet St/2 blocks Subway/Fast WiFi,4260780064,verified,Only One,Manhattan,SoHo,40.72615,-74.00097,United States,US,TRUE,moderate,Entire home/apt,2017,"$1,176 ",$235 ,1,83,6/25/2019,3.19,4,2,214,,
9553,6277458,Sunny luxurious loft Studio,85285758513,unconfirmed,Philip,Manhattan,West Village,40.73529,-74.00323,United States,US,TRUE,moderate,Entire home/apt,2016,$864 ,$173 ,3,111,06-10-2019,2.38,5,2,404,,
35527,20622898,Best Futon in Brooklyn/ Minimal Apt,17576927453,verified,Ashton,Brooklyn,Crown Heights,40.66568,-73.95386,United States,US,TRUE,flexible,Private room,2018,$541 ,$108 ,1,70,6/18/2019,6.84,5,1,1,- I've lived here over 14  years.  Love it!  But I met a girl and moved to the burbs. You will enjoy everything about location and amenities!,
45194,25961982,Manhattan Beach Condo,77121211360,verified,Jermaine,Brooklyn,Sheepshead Bay,40.58495,-73.93278,United States,US,TRUE,flexible,Entire home/apt,2022,$624 ,$125 ,1,10,07-07-2019,7.89,2,1,354,,
11865,7554376,Sublet Cozy Spacious Private Room near Manhattan,7642560868,unconfirmed,Nelson,Queens,Astoria,40.75546,-73.91768,United States,US,FALSE,moderate,Private room,2005,$566 ,$113 ,4,9,4/25/2019,0.21,5,1,264,,
62226,35368756,East Side Studio (Fully Private),56309624412,unconfirmed,Mikala,Manhattan,East Harlem,40.79983,-73.94118,United States,US,FALSE,strict,Entire home/apt,2009,$481 ,$96 ,20,9,11/23/2021,0.69,4,2,32,,
24911,14759681,Large 1st floor apartment at fantastic location!,71597009698,verified,Madhu,Queens,Astoria,40.76297,-73.91696,United States,US,TRUE,moderate,Entire home/apt,2003,$210 ,$42 ,2,13,5/23/2019,0.56,4,1,0,We except you to clean up after yourself and generally be respectful. Smoking should happen outside the house. Also please do not tap on the glass terrarium or play with the ball python. It is very timid and mostly wants to sleep.,
96075,54063559,YANKEE BASEBALL STAY,7117227661,verified,Deon,Bronx,Concourse,40.82714,-73.92528,United States,US,FALSE,flexible,Private room,2020,$528 ,$106 ,1,0,,,3,2,179,,
54846,31292782,G/F Woodside room mins to Manhattan and markets,90905720958,unconfirmed,Kaz,Queens,Woodside,40.74367,-73.90004,United States,US,TRUE,flexible,Private room,2012,$542 ,$108 ,,5,02-11-2022,0.16,3,161,349,,
52668,30089872,Lovely Spacious Bedroom In Inwood (1-2 Guests),9537619973,unconfirmed,Steve,Manhattan,Inwood,40.86205814,-73.93059806,United States,US,FALSE,strict,Private room,2013,$145 ,$29 ,1,2,2/21/2022,2,2,2,365,,
47288,27118498,HOTEL ROOM STYLE STUDIO IN THE EAST VILLAGE,66541634922,unconfirmed,Kodi,Manhattan,East Village,40.72488,-73.98317,United States,US,TRUE,flexible,Entire home/apt,2010,$681 ,$136 ,2,1,6/24/2019,1,3,1,6,,
84177,47492293,2 Bedroom in The East Village!,98212606210,verified,Samantha,Manhattan,Gramercy,40.73598,-73.98161,United States,US,TRUE,moderate,Entire home/apt,2012,$605 ,$121 ,1,19,6/23/2016,0.47,1,1,337,"To treat our home with respect.  No smoking inside but feel free to use the front porch.  The marble in the bathroom is very easily stained. We ask that you limit drinking coffee, red wine, etc to the bedroom.",
22102,13208271,Shang Ri La Studio,89455016635,verified,Melissa,Queens,Rockaway Beach,40.58493,-73.81736,United States,US,TRUE,flexible,Entire home/apt,2005,$815 ,$163 ,1,113,6/25/2019,4.07,3,2,133,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
59247,33723454,Cozy bedroom in the heart of Astoria Ditmars,24832295552,unconfirmed,Adriana,Queens,Ditmars Steinway,40.78121,-73.91299,United States,US,FALSE,moderate,Private room,2012,$78 ,$16 ,1,1,01-02-2022,0.48,5,1,20,,
73696,41703637,Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn,71983843154,unconfirmed,Rebeca,Brooklyn,Bedford-Stuyvesant,40.68891,-73.93663,United States,US,TRUE,moderate,Entire home/apt,2003,"$1,182 ",$236 ,3,28,6/14/2019,1.78,5,1,25,,
527,1292398,Beautiful Grdn. Apt. in Park Slope,72815720692,verified,Cherry,Brooklyn,Park Slope,40.66944,-73.98083,United States,US,TRUE,strict,Entire home/apt,2005,$346 ,$69 ,3,179,5/29/2019,2.02,5,1,114,,
2916,2611843,Charming LG Bedroom by Park & Train,66805750970,unconfirmed,Jenny,Brooklyn,Prospect-Lefferts Gardens,40.66139,-73.96027,United States,US,TRUE,flexible,Private room,2013,"$1,021 ",$204 ,31,28,07-12-2016,0.4,3,1,353,"No drinking, no smoking, no parties, no pets, no drugs, no girlfriends or boyfriends moving in. Looking for a quiet, studious, clean person who is looking for a comfortable and affordable place to stay during the school year, work  or vacation stay.   No children please.",
61229,34818113,Private Room Available in nice apartment!,56811233058,unconfirmed,Anthony,Manhattan,Washington Heights,40.83477,-73.94257,United States,US,FALSE,moderate,Private room,2011,$114 ,$23 ,2,45,12/13/2021,0.97,4,1,179,,
33436,19468039,Leli’s Modern Pad - Queen Bedroom,81020004106,unconfirmed,Leli,Brooklyn,East New York,40.67502,-73.87277,United States,US,TRUE,strict,Private room,2022,$939 ,$188 ,2,8,6/16/2019,1.76,3,4,41,,
74970,42407267,BEST SIDE OF BED-STUY,88026641874,unconfirmed,David,Brooklyn,Bedford-Stuyvesant,40.68725,-73.94625,United States,US,TRUE,moderate,Private room,2014,$417 ,$83 ,1,20,07-07-2019,5.04,4,2,242,,
8883,5907417,"Big, sunny garden apt in Brooklyn",92661304716,unconfirmed,Matthew,Brooklyn,Crown Heights,40.67702,-73.96261,United States,US,TRUE,strict,Entire home/apt,2018,$620 ,$124 ,5,3,07-01-2017,0.06,2,1,99,,
4419,3441950,The spot,32457539008,verified,Emma,Brooklyn,Prospect-Lefferts Gardens,40.65595,-73.95412,United States,US,FALSE,strict,Private room,2006,$197 ,$39 ,7,1,06-08-2019,0.94,4,1,184,,
101826,57239836,Large studio in hip area near major subway stop,17131958668,unconfirmed,Lawrence,Brooklyn,Crown Heights,40.67308,-73.95523,United States,US,TRUE,moderate,Entire home/apt,2009,$812 ,$162 ,3,93,07-05-2019,4.16,2,1,89,"Relax and enjoy. Kitchen fully equipped. Linens and towels supplied.  No smoking. No candles. And, sorry, but this is a place for one adult or a couple. Not suitable for kids.",
54433,31064682,A+ Location City Studio (Queen Bed & Futon),42678114037,verified,Nomad,Manhattan,Midtown,40.74639,-73.9885,United States,US,TRUE,moderate,Entire home/apt,2022,$765 ,$153 ,1,36,2/13/2022,2,4,53,161,,
13590,8507093,❤️FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,48322034135,verified,Marty,Manhattan,Upper West Side,40.79437,-73.97152,United States,US,TRUE,strict,Entire home/apt,2010,$894 ,$179 ,1,188,07-05-2019,4.42,1,1,47,"Pet Friendly! Smoking outdoors only. In general, we just want you to relax, enjoy yourselves and take advantage of our close proximity to all things Boston. If you follow the simple rule of ""leave things how you found them"" all will be well - common sense stuff.",
23560,14013524,Hamilton Heights room,33894730385,verified,Taylor,Manhattan,Harlem,40.82088,-73.9523,United States,US,FALSE,flexible,Private room,2005,$76 ,$15 ,25,0,,,3,1,0,No Smoking,
62456,35495785,Beautiful luxuries apartment in Bed-stuy Brooklyn,159059042,verified,Casey,Brooklyn,Bedford-Stuyvesant,40.6803,-73.94927,United States,US,TRUE,flexible,Entire home/apt,2019,$560 ,$112 ,30,3,11/14/2021,0.43,5,12,339,,
8990,5966513,Spacious Apt Near Central Park,66381510943,unconfirmed,Justin,Manhattan,Harlem,40.80054,-73.95497,United States,US,TRUE,moderate,Entire home/apt,2010,$979 ,$196 ,12,5,6/29/2017,0.14,1,1,159,I expect my guests To make themselves feel at home and at the same time to respect my property and care for it as if it was there own.  Be mindful of neighbors.  Most of the residents have a full time job and is very quiet here.,
96846,54489382,Big Bright Beautiful Home in PRIME WIlliamsburg,89465265716,verified,Tatiana,Brooklyn,Williamsburg,40.71714,-73.95783,United States,US,TRUE,strict,Private room,2016,"$1,007 ",$201 ,2,3,01-02-2019,0.36,2,1,0,,
69537,39406621,Dream Room in Sunnyside New York,51710793702,unconfirmed,Nancy,Queens,Sunnyside,40.74124,-73.92273,United States,US,TRUE,moderate,Private room,2021,$383 ,$77 ,3,28,3/31/2019,0.38,2,1,188,,
74441,42115100,Greenwich Village Studio Apartment,17078369922,unconfirmed,Alexandra,Manhattan,Greenwich Village,40.72835,-74.00159,United States,US,FALSE,moderate,Entire home/apt,2009,$388 ,$78 ,3,0,,,4,1,157,,
66756,37870675,★☆Sunnyside☆-Locals' favorite neighbor for living-,967079559,unconfirmed,Haruhisa,Queens,Sunnyside,40.73809,-73.92769,United States,US,FALSE,strict,Private room,2005,"$1,012 ",$202 ,31,4,9/26/2020,0.09,4,5,0,,
82585,46613032,Sunny Studio in Park Slope,61904185967,unconfirmed,Haley,Brooklyn,Park Slope,40.67653,-73.9737,United States,US,TRUE,flexible,Entire home/apt,2009,$76 ,$15 ,5,0,,,3,1,0,"Not really a 'rules based' household, or perhaps  it is more that  we and our guests have always understood each other! We do appreciate people taking outdoor shoes off in the house.",
9339,6159266,Modern Apartment in a Historic Home,40413119268,verified,Harry,Brooklyn,Bedford-Stuyvesant,40.67995,-73.90922,United States,US,TRUE,strict,Entire home/apt,2016,"$1,156 ",$231 ,2,120,6/27/2019,2.75,2,1,286,Small pets are allowed. There's an area by the window/fire escape where smoking is allowed.,
90206,50822110,"Large Windows, Plenty of Light",551550610,verified,Benjamin,Brooklyn,Boerum Hill,40.68778,-73.98534,United States,US,FALSE,flexible,Entire home/apt,2010,$749 ,$150 ,30,5,4/30/2019,0.16,3,21,343,,
43680,25125800,Spectacular 2bedroom near Subway-Cafes-Shop & MORE,46116341111,unconfirmed,Jalen,Manhattan,Upper West Side,40.7867,-73.97594,United States,US,FALSE,flexible,Entire home/apt,2019,$494 ,$99 ,5,5,07-04-2019,1.95,5,1,220,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,
3574,2975256,Charming Studio in Brooklyn,37521366945,unconfirmed,Leon,Brooklyn,Carroll Gardens,40.68362,-73.99714,United States,US,TRUE,strict,Entire home/apt,2014,$676 ,$135 ,2,131,6/16/2019,2.02,1,1,306,,
78859,44555162,Safe and Convinient rooms close to NYC.,22557188948,unconfirmed,Feather Factory Hotel,Queens,Long Island City,40.74454,-73.94016,United States,US,FALSE,strict,Private room,2011,$283 ,$57 ,1,35,5/27/2019,1.23,5,2,364,There is no parking on my street for guests. You must park on the adjacent streets. No Smoking in the unit.  We have a dog named Daphne so no other pets allowed. We are an active family and might not be available during your stay. Lock the door when you come and go. Leave the room as you found it. Let me know if you have any issues or questions.,
44116,25366603,Bohemian Artist’s Studio in Victorian Neighborhood,4328049634,unconfirmed,Olivia,Brooklyn,Flatbush,40.63927,-73.9636,United States,US,TRUE,flexible,Entire home/apt,2022,$669 ,$134 ,4,9,07-05-2019,3.97,4,2,328,,
41357,23842807,One of a kind Loft in Brooklyn,2187791528,verified,Saira,Brooklyn,Crown Heights,40.6786,-73.96308,United States,US,TRUE,moderate,Entire home/apt,2010,$507 ,$101 ,1,2,4/21/2019,0.52,2,1,204,Please no parties. I ask that people be conscious of the white carpet and white leather couches.,
71954,40741530,"Studio Apartment, Brooklyn",54809938345,unconfirmed,Sebastian,Brooklyn,Bedford-Stuyvesant,40.6831,-73.94962,United States,US,TRUE,flexible,Entire home/apt,2022,"$1,153 ",$231 ,5,1,09-08-2015,0.02,2,1,0,,
14696,9117937,Gramercy Garden Terrace,1513268545,unconfirmed,Gordon,Manhattan,Gramercy,40.73737,-73.97995,United States,US,TRUE,moderate,Private room,2016,$164 ,$33 ,3,120,07-01-2019,3.04,1,1,282,"Dear Guest, Thank you for appreciating that I live in a building with other people. Please always lock all doors (especially the front one) when coming and going.",
13465,8438056,Charming Williamsburg apartment,98671818018,verified,Pavel,Brooklyn,Williamsburg,40.71171,-73.96256,United States,US,TRUE,strict,Entire home/apt,2015,,$206 ,5,0,,,1,1,402,"We ask that you are respectful of the space you are staying in. Please take off your shoes when you enter to help keep the space clean. Space heaters are available for use but should not be left on if you leave. The space is thickly insulated and sound proof so it retains heat very well. If you use the kitchen, please clean up after yourself. This is not a party house so please be respectful at late hours by not making tons of noise outside.",
30983,18113247,"XL Ensuite 5m to Ferry, RUMC, Snug Harbor",55272693641,unconfirmed,Wj,Staten Island,New Brighton,40.64393,-74.09312,United States,US,FALSE,moderate,Private room,2017,$703 ,$141 ,30,1,6/29/2019,1,5,2,71,,
